1807.04.01_TheAberdeenJournal_0001	6286	1807.04.01_TheAberdeenJournal	27706
1807.04.01_TheAberdeenJournal_0002	7327	1807.04.01_TheAberdeenJournal	27706
1807.04.01_TheAberdeenJournal_0003	7176	1807.04.01_TheAberdeenJournal	27706
1807.04.01_TheAberdeenJournal_0004	6917	1807.04.01_TheAberdeenJournal	27706
1807.04.01_TheMorningChronicle_0001	5441	1807.04.01_TheMorningChronicle	20433
1807.04.01_TheMorningChronicle_0002	4633	1807.04.01_TheMorningChronicle	20433
1807.04.01_TheMorningChronicle_0003	5108	1807.04.01_TheMorningChronicle	20433
1807.04.01_TheMorningChronicle_0004	5251	1807.04.01_TheMorningChronicle	20433
1807.04.01_Times_0001	6341	1807.04.01_Times	23642
1807.04.01_Times_0002	5658	1807.04.01_Times	23642
1807.04.01_Times_0003	4349	1807.04.01_Times	23642
1807.04.01_Times_0004	7294	1807.04.01_Times	23642
1807.04.02_CaledonianMercury_0001	5511	1807.04.02_CaledonianMercury	24693
1807.04.02_CaledonianMercury_0002	6238	1807.04.02_CaledonianMercury	24693
1807.04.02_CaledonianMercury_0003	5893	1807.04.02_CaledonianMercury	24693
1807.04.02_CaledonianMercury_0004	7051	1807.04.02_CaledonianMercury	24693
1807.04.02_TheDerbyMercury_0001	5335	1807.04.02_TheDerbyMercury	23543
1807.04.02_TheDerbyMercury_0002	5747	1807.04.02_TheDerbyMercury	23543
1807.04.02_TheDerbyMercury_0003	5911	1807.04.02_TheDerbyMercury	23543
1807.04.02_TheDerbyMercury_0004	6550	1807.04.02_TheDerbyMercury	23543
1807.04.02_TheMorningChronicle_0001	5858	1807.04.02_TheMorningChronicle	21400
1807.04.02_TheMorningChronicle_0002	5179	1807.04.02_TheMorningChronicle	21400
1807.04.02_TheMorningChronicle_0003	4298	1807.04.02_TheMorningChronicle	21400
1807.04.02_TheMorningChronicle_0004	6065	1807.04.02_TheMorningChronicle	21400
1807.04.02_Times_0001	6365	1807.04.02_Times	22843
1807.04.02_Times_0002	5601	1807.04.02_Times	22843
1807.04.02_Times_0003	4815	1807.04.02_Times	22843
1807.04.02_Times_0004	6062	1807.04.02_Times	22843
1807.04.02_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001	6569	1807.04.02_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	29922
1807.04.02_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002	7756	1807.04.02_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	29922
1807.04.02_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003	8101	1807.04.02_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	29922
1807.04.02_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004	7496	1807.04.02_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	29922
1807.04.03_TheMorningChronicle_0001	5619	1807.04.03_TheMorningChronicle	20809
1807.04.03_TheMorningChronicle_0002	4970	1807.04.03_TheMorningChronicle	20809
1807.04.03_TheMorningChronicle_0003	4204	1807.04.03_TheMorningChronicle	20809
1807.04.03_TheMorningChronicle_0004	6016	1807.04.03_TheMorningChronicle	20809
1807.04.03_Times_0001	5968	1807.04.03_Times	22291
1807.04.03_Times_0002	5828	1807.04.03_Times	22291
1807.04.03_Times_0003	3844	1807.04.03_Times	22291
1807.04.03_Times_0004	6651	1807.04.03_Times	22291
1807.04.04_CaledonianMercury_0001	5127	1807.04.04_CaledonianMercury	24572
1807.04.04_CaledonianMercury_0002	6231	1807.04.04_CaledonianMercury	24572
1807.04.04_CaledonianMercury_0003	6026	1807.04.04_CaledonianMercury	24572
1807.04.04_CaledonianMercury_0004	7188	1807.04.04_CaledonianMercury	24572
1807.04.04_Jackson'sOxfordJournal_0001	5853	1807.04.04_Jackson'sOxfordJournal	26354
1807.04.04_Jackson'sOxfordJournal_0002	6886	1807.04.04_Jackson'sOxfordJournal	26354
1807.04.04_Jackson'sOxfordJournal_0003	6527	1807.04.04_Jackson'sOxfordJournal	26354
1807.04.04_Jackson'sOxfordJournal_0004	7088	1807.04.04_Jackson'sOxfordJournal	26354
1807.04.04_TheIpswichJournal_0001	5777	1807.04.04_TheIpswichJournal	25270
1807.04.04_TheIpswichJournal_0002	6624	1807.04.04_TheIpswichJournal	25270
1807.04.04_TheIpswichJournal_0003	6364	1807.04.04_TheIpswichJournal	25270
1807.04.04_TheIpswichJournal_0004	6505	1807.04.04_TheIpswichJournal	25270
1807.04.04_TheLeedsMercury_0001	6390	1807.04.04_TheLeedsMercury	29741
1807.04.04_TheLeedsMercury_0002	7086	1807.04.04_TheLeedsMercury	29741
1807.04.04_TheLeedsMercury_0003	8066	1807.04.04_TheLeedsMercury	29741
1807.04.04_TheLeedsMercury_0004	8199	1807.04.04_TheLeedsMercury	29741
1807.04.04_TheMorningChronicle_0001	5923	1807.04.04_TheMorningChronicle	20745
1807.04.04_TheMorningChronicle_0002	4807	1807.04.04_TheMorningChronicle	20745
1807.04.04_TheMorningChronicle_0003	4473	1807.04.04_TheMorningChronicle	20745
1807.04.04_TheMorningChronicle_0004	5542	1807.04.04_TheMorningChronicle	20745
1807.04.04_TheNewcastleCourantetc_0001	6112	1807.04.04_TheNewcastleCourantetc	28648
1807.04.04_TheNewcastleCourantetc_0002	7920	1807.04.04_TheNewcastleCourantetc	28648
1807.04.04_TheNewcastleCourantetc_0003	7111	1807.04.04_TheNewcastleCourantetc	28648
1807.04.04_TheNewcastleCourantetc_0004	7505	1807.04.04_TheNewcastleCourantetc	28648
1807.04.04_Times_0001	6613	1807.04.04_Times	23411
1807.04.04_Times_0002	4645	1807.04.04_Times	23411
1807.04.04_Times_0003	5560	1807.04.04_Times	23411
1807.04.04_Times_0004	6593	1807.04.04_Times	23411
1807.04.06_CaledonianMercury_0001	5444	1807.04.06_CaledonianMercury	24651
1807.04.06_CaledonianMercury_0002	5974	1807.04.06_CaledonianMercury	24651
1807.04.06_CaledonianMercury_0003	6005	1807.04.06_CaledonianMercury	24651
1807.04.06_CaledonianMercury_0004	7228	1807.04.06_CaledonianMercury	24651
1807.04.06_HampshireTelegraphandSussexChronicleetc_0001	5572	1807.04.06_HampshireTelegraphandSussexChronicleetc	25905
1807.04.06_HampshireTelegraphandSussexChronicleetc_0002	6503	1807.04.06_HampshireTelegraphandSussexChronicleetc	25905
1807.04.06_HampshireTelegraphandSussexChronicleetc_0003	6557	1807.04.06_HampshireTelegraphandSussexChronicleetc	25905
1807.04.06_HampshireTelegraphandSussexChronicleetc_0004	7273	1807.04.06_HampshireTelegraphandSussexChronicleetc	25905
1807.04.06_TheMorningChronicle_0001	3710	1807.04.06_TheMorningChronicle	19436
1807.04.06_TheMorningChronicle_0002	5684	1807.04.06_TheMorningChronicle	19436
1807.04.06_TheMorningChronicle_0003	4737	1807.04.06_TheMorningChronicle	19436
1807.04.06_TheMorningChronicle_0004	5305	1807.04.06_TheMorningChronicle	19436
1807.04.06_Times_0001	6744	1807.04.06_Times	23778
1807.04.06_Times_0002	6071	1807.04.06_Times	23778
1807.04.06_Times_0003	4200	1807.04.06_Times	23778
1807.04.06_Times_0004	6763	1807.04.06_Times	23778
1807.04.07_TheHullPacket_0001	4852	1807.04.07_TheHullPacket	21921
1807.04.07_TheHullPacket_0002	4700	1807.04.07_TheHullPacket	21921
1807.04.07_TheHullPacket_0003	6148	1807.04.07_TheHullPacket	21921
1807.04.07_TheHullPacket_0004	6221	1807.04.07_TheHullPacket	21921
1807.04.07_TheMorningChronicle_0001	5692	1807.04.07_TheMorningChronicle	21499
1807.04.07_TheMorningChronicle_0002	5203	1807.04.07_TheMorningChronicle	21499
1807.04.07_TheMorningChronicle_0003	5086	1807.04.07_TheMorningChronicle	21499
1807.04.07_TheMorningChronicle_0004	5518	1807.04.07_TheMorningChronicle	21499
1807.04.07_Times_0001	6628	1807.04.07_Times	24235
1807.04.07_Times_0002	5560	1807.04.07_Times	24235
1807.04.07_Times_0003	5339	1807.04.07_Times	24235
1807.04.07_Times_0004	6708	1807.04.07_Times	24235
1807.04.08_TheAberdeenJournal_0001	6374	1807.04.08_TheAberdeenJournal	28283
1807.04.08_TheAberdeenJournal_0002	7696	1807.04.08_TheAberdeenJournal	28283
1807.04.08_TheAberdeenJournal_0003	7217	1807.04.08_TheAberdeenJournal	28283
1807.04.08_TheAberdeenJournal_0004	6996	1807.04.08_TheAberdeenJournal	28283
1807.04.08_TheMorningChronicle_0001	4606	1807.04.08_TheMorningChronicle	17744
1807.04.08_TheMorningChronicle_0002	4695	1807.04.08_TheMorningChronicle	17744
1807.04.08_TheMorningChronicle_0003	4547	1807.04.08_TheMorningChronicle	17744
1807.04.08_TheMorningChronicle_0004	3896	1807.04.08_TheMorningChronicle	17744
1807.04.08_Times_0001	6054	1807.04.08_Times	22317
1807.04.08_Times_0002	5536	1807.04.08_Times	22317
1807.04.08_Times_0003	4526	1807.04.08_Times	22317
1807.04.08_Times_0004	6201	1807.04.08_Times	22317
1807.04.09_CaledonianMercury_0001	5730	1807.04.09_CaledonianMercury	25117
1807.04.09_CaledonianMercury_0002	6079	1807.04.09_CaledonianMercury	25117
1807.04.09_CaledonianMercury_0003	5971	1807.04.09_CaledonianMercury	25117
1807.04.09_CaledonianMercury_0004	7337	1807.04.09_CaledonianMercury	25117
1807.04.09_TheDerbyMercury_0001	4958	1807.04.09_TheDerbyMercury	22503
