1800.01.06_TheAberdeenJournal	0.092170
1800.01.06_TheAberdeenJournal	0.092170
1800.02.17_TheAberdeenJournal	0.303004
al
1800.01.27_TheAberdeenJournal
1800.01.27_TheAberdeenJournal
1800.02.03_TheAberdeenJournal
1800.02.03_TheAberdeenJournal
1800.02.10_TheAberdeenJournal
