1832.12.14_TheBelfastNews-Letter
1832.12.18_TheBelfastNews-Letter
1832.12.18_TheBelfastNews-Letter
1832.12.19_TheDerbyMercury
1832.12.19_TheDerbyMercury
1832.12.21_Freeman'sJournalandDailyCommercialAdvertiser
1832.12.21_TheBelfastNews-Letter
1832.12.25_TheBelfastNews-Letter
1832.12.25_TheBelfastNews-Letter
1832.12.26_TheDerbyMercury
1832.12.28_TheBelfastNews-Letter
1832.12.28_TheBelfastNews-Letter
1832.12.28_TheBelfastNews-Letter
1832.12.28_TheBelfastNews-Letter
1832.12.29_PrestonChronicle
1832.12.29_TheBristolMercury
1833.01.01_TheBelfastNews-Letter
1833.01.02_TheDerbyMercury
1833.01.05_TheBristolMercury
