1817.03.18_TheMorningChronicle
1817.03.22_Cobbett'sWeeklyPoliticalRegister
1817.03.27_CaledonianMercury
1817.03.27_CaledonianMercury
1817.03.27_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1817.03.27_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1817.03.29_CaledonianMercury
1817.03.29_CaledonianMercury
1817.03.29_TheLeedsMercury
1817.04.03_CaledonianMercury
1817.04.10_CaledonianMercury
1817.04.12_TheLeedsMercury
1817.04.12_TheLeedsMercury
