1821.12.08_Jackson'sOxfordJournal
1821.12.15_Jackson'sOxfordJournal
1821.12.15_Jackson'sOxfordJournal
1821.12.20_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1821.12.20_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1821.12.20_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1821.12.22_Jackson'sOxfordJournal
1821.12.22_Jackson'sOxfordJournal
1821.12.22_Jackson'sOxfordJournal
1821.12.29_Jackson'sOxfordJournal
1821.12.29_Jackson'sOxfordJournal
1821.12.29_Jackson'sOxfordJournal
1821.12.31_Times
1822.01.01_Times
1822.01.02_Times
1822.01.03_Times
1822.01.05_Jackson'sOxfordJournal
1822.01.12_Jackson'sOxfordJournal
