1821.09.08_TheIpswichJournal
1821.09.12_TheAberdeenJournal
1821.09.13_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1821.09.13_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1821.09.15_Jackson'sOxfordJournal
1821.09.15_Jackson'sOxfordJournal
1821.09.15_Jackson'sOxfordJournal
1821.09.15_TheIpswichJournal
1821.09.21_Times
1821.09.22_Jackson'sOxfordJournal
1821.09.22_TheBristolMercury
1821.09.22_Times
1821.09.23_TheExaminer
1821.09.25_Times
1821.09.26_TheAberdeenJournal
1821.09.26_TheAberdeenJournal
1821.09.27_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1821.09.28_Times
1821.09.29_Jackson'sOxfordJournal
1821.09.29_Jackson'sOxfordJournal
1821.10.01_Times
1821.10.04_Times
1821.10.06_Jackson'sOxfordJournal
