1829.01.07_TheDerbyMercury
1829.01.10_TheNewcastleCourantetc
1829.01.10_TheNewcastleCourantetc
1829.01.13_TheHullPacketandHumberMercury
1829.01.14_TheDerbyMercury
1829.01.14_TheDerbyMercury
1829.01.16_TheBelfastNews-Letter
1829.01.17_Cobbett'sWeeklyPoliticalRegister
1829.01.17_TheNewcastleCourantetc
1829.01.17_TheNewcastleCourantetc
1829.01.20_TheBelfastNews-Letter
1829.01.21_TheDerbyMercury
1829.01.22_Times
1829.01.23_TheBelfastNews-Letter
1829.01.23_Times
1829.01.23_Times
1829.01.24_TheLeedsMercury
1829.01.24_TheNewcastleCourantetc
1829.01.24_TheNewcastleCourantetc
1829.01.24_Times
1829.01.27_TheBristolMercury
1829.01.27_Times
1829.01.28_TheDerbyMercury
1829.01.29_Times
1829.01.30_Times
1829.01.31_TheLeedsMercury
1829.01.31_TheLeedsMercury
1829.01.31_TheNewcastleCourantetc
1829.01.31_TheNewcastleCourantetc
1829.01.31_Times
1829.02.03_TheBelfastNews-Letter
1829.02.03_TheBelfastNews-Letter
1829.02.04_TheDerbyMercury
1829.02.06_TheBelfastNews-Letter
1829.02.07_TheNewcastleCourantetc
1829.02.21_TheNewcastleCourantetc
