1828.03.15_TheNewcastleCourantetc
1828.03.17_TheBristolMercury
1828.03.17_TheBristolMercury
1828.03.17_TheBristolMercury
1828.03.18_TheBelfastNews-Letter
1828.03.19_TheDerbyMercury
1828.03.24_TheBristolMercury
1828.03.26_TheDerbyMercury
1828.03.27_NorthWalesChronicle
1828.03.28_TheBelfastNews-Letter
1828.03.29_TheNewcastleCourantetc
1828.03.29_TheNewcastleCourantetc
1828.03.31_TheBristolMercury
1828.04.01_TheBelfastNews-Letter
1828.04.02_TheDerbyMercury
1828.04.04_TheBelfastNews-Letter
1828.04.05_TheNewcastleCourantetc
1828.04.11_TheBelfastNews-Letter
1828.04.15_TheBelfastNews-Letter
1828.04.18_TheBelfastNews-Letter
