1800.01.13_CaledonianMercury
1800.01.13_TheAberdeenJournal
1800.01.13_TheAberdeenJournal
1800.01.14_TheHullPacket
1800.01.14_TheHullPacket
1800.01.16_CaledonianMercury
1800.01.16_CaledonianMercury
1800.01.16_TheDerbyMercury
1800.01.16_TheDerbyMercury
1800.01.18_CaledonianMercury
1800.01.18_CaledonianMercury
1800.01.18_Jackson'sOxfordJournal
1800.01.18_Jackson'sOxfordJournal
1800.01.18_Jackson'sOxfordJournal
1800.01.20_CaledonianMercury
1800.01.20_TheAberdeenJournal
1800.01.20_TheAberdeenJournal
1800.01.21_TheHullPacket
1800.01.21_TheHullPacket
1800.01.25_CaledonianMercury
1800.01.25_CaledonianMercury
1800.01.25_Jackson'sOxfordJournal
1800.01.25_Jackson'sOxfordJournal
1800.01.27_CaledonianMercury
1800.01.27_CaledonianMercury
1800.01.27_CaledonianMercury
1800.01.27_CaledonianMercury
1800.01.27_TheAberdeenJournal
1800.01.27_TheAberdeenJournal
1800.01.28_TheHullPacket
1800.01.28_TheHullPacket
1800.01.30_CaledonianMercury
1800.01.30_CaledonianMercury
1800.01.30_TheDerbyMercury
1800.01.30_Trewman'sExeterFlyingPost
1800.02.01_CaledonianMercury
1800.02.01_TheIpswichJournal
1800.02.03_CaledonianMercury
1800.02.03_TheAberdeenJournal
1800.02.03_TheAberdeenJournal
1800.02.04_TheHullPacket
1800.02.06_CaledonianMercury
1800.02.10_CaledonianMercury
1800.02.10_TheAberdeenJournal
1800.02.11_TheHullPacket
1800.02.13_TheDerbyMercury
1800.02.17_CaledonianMercury
1800.02.20_TheDerbyMercury
