1823.06.09_TheBristolMercury
1823.06.09_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1823.06.11_TheDerbyMercury
1823.06.11_TheDerbyMercury
1823.06.14_TheLeedsMercury
1823.06.16_TheBristolMercury
1823.06.28_TheIpswichJournal
1823.06.28_TheLeedsMercury
1823.06.28_TheLeedsMercury
1823.07.02_TheDerbyMercury
1823.07.02_TheDerbyMercury
