1816.05.17_TheMorningChronicle
1816.05.23_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1816.05.23_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1816.05.30_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1816.05.30_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1816.06.06_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1816.06.06_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
