1824.08.12_CaledonianMercury
1824.08.18_TheDerbyMercury
1824.08.18_TheDerbyMercury
1824.08.21_TheIpswichJournal
1824.08.23_CaledonianMercury
1824.08.25_TheDerbyMercury
1824.08.26_CaledonianMercury
1824.08.28_CaledonianMercury
1824.08.28_CaledonianMercury
1824.08.28_TheIpswichJournal
1824.08.28_TheIpswichJournal
1824.08.28_TheIpswichJournal
1824.08.28_TheNewcastleCourantetc
1824.08.28_TheNewcastleCourantetc
1824.08.30_CaledonianMercury
1824.08.30_CaledonianMercury
1824.09.01_TheDerbyMercury
1824.09.01_TheDerbyMercury
1824.09.04_TheIpswichJournal
1824.09.04_TheIpswichJournal
1824.09.04_TheNewcastleCourantetc
1824.09.06_CaledonianMercury
1824.09.08_TheDerbyMercury
1824.09.15_TheDerbyMercury
