1818.01.12_CaledonianMercury
1818.01.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1818.01.22_TheMorningChronicle
1818.01.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1818.01.30_TheMorningChronicle
1818.01.31_TheMorningChronicle
1818.02.05_TheMorningChronicle
1818.02.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
