1838.06.05_TheBelfastNews-Letter
1838.06.07_CaledonianMercury
1838.06.08_TheBelfastNews-Letter
1838.06.08_TheBelfastNews-Letter
1838.06.08_TheHullPacket
1838.06.08_TheNewcastleCourantetc
1838.06.09_PrestonChronicle
1838.06.09_TheBristolMercury
1838.06.09_TheBristolMercury
1838.06.09_TheIpswichJournal
1838.06.09_TheLeedsMercury
1838.06.09_TheManchesterTimesandGazette
1838.06.09_TheManchesterTimesandGazette
1838.06.09_TheNorthernStarandLeedsGeneralAdvertiser
1838.06.09_TheNorthernStarandLeedsGeneralAdvertiser
1838.06.11_CaledonianMercury
1838.06.11_Freeman'sJournalandDailyCommercialAdvertiser
1838.06.11_Freeman'sJournalandDailyCommercialAdvertiser
1838.06.13_TheDerbyMercury
1838.06.13_TheDerbyMercury
1838.06.14_Freeman'sJournalandDailyCommercialAdvertiser
1838.06.14_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1838.06.15_Freeman'sJournalandDailyCommercialAdvertiser
1838.06.15_TheBelfastNews-Letter
1838.06.15_TheBelfastNews-Letter
1838.06.15_TheBelfastNews-Letter
1838.06.15_TheHullPacket
1838.06.16_Freeman'sJournalandDailyCommercialAdvertiser
1838.06.16_PrestonChronicle
1838.06.16_TheBristolMercury
1838.06.16_TheIpswichJournal
1838.06.16_TheManchesterTimesandGazette
1838.06.16_TheNorthernStarandLeedsGeneralAdvertiser
1838.06.18_CaledonianMercury
1838.06.18_Freeman'sJournalandDailyCommercialAdvertiser
1838.06.19_Freeman'sJournalandDailyCommercialAdvertiser
1838.06.19_TheBelfastNews-Letter
1838.06.19_TheBelfastNews-Letter
1838.06.20_Freeman'sJournalandDailyCommercialAdvertiser
1838.06.20_TheDerbyMercury
1838.06.21_Freeman'sJournalandDailyCommercialAdvertiser
1838.06.21_Freeman'sJournalandDailyCommercialAdvertiser
1838.06.21_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1838.06.22_Freeman'sJournalandDailyCommercialAdvertiser
1838.06.22_LiverpoolMercuryetc
1838.06.22_TheBelfastNews-Letter
1838.06.22_TheHullPacket
1838.06.22_TheNewcastleCourantetc
1838.06.23_CaledonianMercury
1838.06.23_Freeman'sJournalandDailyCommercialAdvertiser
1838.06.23_Jackson'sOxfordJournal
1838.06.23_PrestonChronicle
1838.06.23_TheBristolMercury
1838.06.23_TheIpswichJournal
1838.06.23_TheManchesterTimesandGazette
1838.06.23_TheNorthernStarandLeedsGeneralAdvertiser
1838.06.25_CaledonianMercury
1838.06.25_Freeman'sJournalandDailyCommercialAdvertiser
1838.06.25_HampshireTelegraphandSussexChronicleetc
1838.06.26_Freeman'sJournalandDailyCommercialAdvertiser
1838.06.26_TheBelfastNews-Letter
1838.06.27_Freeman'sJournalandDailyCommercialAdvertiser
1838.06.27_TheDerbyMercury
