1838.06.05_TheBelfastNews-Letter
1838.06.28_CaledonianMercury
1838.06.28_Freeman'sJournalandDailyCommercialAdvertiser
1838.06.28_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1838.06.29_Freeman'sJournalandDailyCommercialAdvertiser
1838.06.29_TheBelfastNews-Letter
1838.06.29_TheHullPacket
1838.06.29_TheHullPacket
1838.06.29_TheNewcastleCourantetc
1838.06.29_Times
1838.06.30_CaledonianMercury
1838.06.30_Freeman'sJournalandDailyCommercialAdvertiser
1838.06.30_Freeman'sJournalandDailyCommercialAdvertiser
1838.06.30_Freeman'sJournalandDailyCommercialAdvertiser
1838.06.30_PrestonChronicle
1838.06.30_TheBristolMercury
1838.06.30_TheIpswichJournal
1838.06.30_TheManchesterTimesandGazette
1838.06.30_TheNorthernStarandLeedsGeneralAdvertiser
1838.06.30_TheNorthernStarandLeedsGeneralAdvertiser
1838.06.30_TheNorthernStarandLeedsGeneralAdvertiser
1838.07.02_CaledonianMercury
1838.07.02_Freeman'sJournalandDailyCommercialAdvertiser
1838.07.02_HampshireTelegraphandSussexChronicleetc
1838.07.03_BrightonPatriotandSouthofEnglandFreePress
1838.07.03_Freeman'sJournalandDailyCommercialAdvertiser
1838.07.03_TheBelfastNews-Letter
1838.07.04_TheDerbyMercury
1838.07.04_TheDerbyMercury
1838.07.05_Freeman'sJournalandDailyCommercialAdvertiser
1838.07.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1838.07.06_Freeman'sJournalandDailyCommercialAdvertiser
1838.07.06_TheBelfastNews-Letter
1838.07.06_TheHullPacket
1838.07.06_TheNewcastleCourantetc
1838.07.07_Freeman'sJournalandDailyCommercialAdvertiser
1838.07.07_TheBristolMercury
1838.07.07_TheIpswichJournal
1838.07.07_TheIpswichJournal
1838.07.07_TheManchesterTimesandGazette
1838.07.07_TheNorthernStarandLeedsGeneralAdvertiser
1838.07.10_BrightonPatriotandSouthofEnglandFreePress
1838.07.10_Freeman'sJournalandDailyCommercialAdvertiser
1838.07.10_TheBelfastNews-Letter
1838.07.11_Freeman'sJournalandDailyCommercialAdvertiser
1838.07.12_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1838.07.13_TheBelfastNews-Letter
1838.07.13_TheHullPacket
1838.07.13_TheNewcastleCourantetc
1838.07.14_TheBristolMercury
1838.07.14_TheIpswichJournal
1838.07.14_TheManchesterTimesandGazette
1838.07.14_TheNorthernStarandLeedsGeneralAdvertiser
1838.07.17_BrightonPatriotandSouthofEnglandFreePress
1838.07.18_Freeman'sJournalandDailyCommercialAdvertiser
1838.07.19_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1838.07.20_TheBelfastNews-Letter
1838.07.20_TheHullPacket
1838.07.21_TheBristolMercury
1838.07.21_TheIpswichJournal
1838.07.21_TheNorthernStarandLeedsGeneralAdvertiser
