1823.04.09_TheMorningChronicle
1823.04.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1823.04.15_Times
1823.04.16_TheDerbyMercury
1823.04.16_TheDerbyMercury
1823.04.17_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1823.04.17_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1823.04.19_TheIpswichJournal
1823.04.19_TheIpswichJournal
1823.04.22_Times
1823.04.23_TheDerbyMercury
1823.04.24_TheMorningChronicle
1823.04.24_Times
1823.04.24_Times
1823.04.24_Times
1823.04.24_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1823.04.26_TheLeedsMercury
1823.04.26_Times
1823.04.26_Times
1823.04.30_TheDerbyMercury
1823.05.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1823.05.02_Times
1823.05.03_TheLeedsMercury
1823.05.03_Times
1823.05.05_Times
