1820.01.08_Times
1820.01.10_Freeman'sJournalandDailyCommercialAdvertiser
1820.01.10_TheBristolMercury
1820.01.10_TheBristolMercury
1820.01.15_TheNewcastleCourantetc
1820.01.15_TheNewcastleCourantetc
1820.01.15_Times
1820.01.17_Times
1820.01.18_Times
1820.01.19_Times
1820.01.20_Times
1820.01.20_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1820.01.20_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1820.01.20_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1820.01.20_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1820.01.21_Times
1820.01.22_Jackson'sOxfordJournal
1820.01.22_Jackson'sOxfordJournal
1820.01.22_TheNewcastleCourantetc
1820.01.22_TheNewcastleCourantetc
1820.01.22_TheNewcastleCourantetc
1820.01.22_Times
1820.01.25_Times
1820.01.26_Times
1820.01.27_CaledonianMercury
1820.01.27_Times
1820.01.27_Times
1820.01.28_Times
1820.01.29_Jackson'sOxfordJournal
1820.02.01_Times
1820.02.02_Times
1820.02.05_Jackson'sOxfordJournal
1820.02.05_TheNewcastleCourantetc
1820.02.12_Jackson'sOxfordJournal
