1820.09.09_Jackson'sOxfordJournal
1820.09.09_TheIpswichJournal
1820.09.09_TheNewcastleCourantetc
1820.09.16_Jackson'sOxfordJournal
1820.09.16_Jackson'sOxfordJournal
1820.09.16_Jackson'sOxfordJournal
1820.09.16_TheNewcastleCourantetc
1820.09.16_TheNewcastleCourantetc
1820.09.18_TheBristolMercury
1820.09.18_TheBristolMercury
1820.09.18_TheBristolMercury
1820.09.21_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1820.09.21_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1820.09.23_Jackson'sOxfordJournal
1820.09.23_Times
1820.09.25_GlasgowHerald
1820.09.26_Times
1820.09.28_Times
1820.09.28_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1820.09.30_Jackson'sOxfordJournal
1820.09.30_Jackson'sOxfordJournal
1820.09.30_TheNewcastleCourantetc
1820.09.30_Times
1820.10.02_GlasgowHerald
1820.10.02_GlasgowHerald
1820.10.02_GlasgowHerald
1820.10.07_Jackson'sOxfordJournal
1820.10.14_Jackson'sOxfordJournal
