1828.12.16_TheBristolMercury
1828.12.16_TheHullPacketandHumberMercury
1828.12.19_Times
1828.12.19_Times
1828.12.20_TheNewcastleCourantetc
1828.12.20_TheNewcastleCourantetc
1828.12.20_TheNewcastleCourantetc
1828.12.26_TheBelfastNews-Letter
1828.12.26_Times
1828.12.27_TheIpswichJournal
1828.12.27_TheIpswichJournal
1828.12.27_TheNewcastleCourantetc
1828.12.27_TheNewcastleCourantetc
1828.12.29_Times
1829.01.02_TheBelfastNews-Letter
1829.01.02_TheManchesterTimes
1829.01.03_TheNewcastleCourantetc
1829.01.09_TheBelfastNews-Letter
1829.01.16_TheBelfastNews-Letter
