1832.06.05_TheBelfastNews-Letter
1832.06.09_PrestonChronicle
1832.06.09_TheNewcastleCourantetc
1832.06.12_TheBelfastNews-Letter
1832.06.12_TheBelfastNews-Letter
1832.06.13_TheDerbyMercury
1832.06.13_TheDerbyMercury
1832.06.13_TheDerbyMercury
1832.06.15_LiverpoolMercuryetc
1832.06.15_TheBelfastNews-Letter
1832.06.16_CaledonianMercury
1832.06.16_TheNewcastleCourantetc
1832.06.16_ThePoorMan'sGuardian
1832.06.18_CaledonianMercury
1832.06.18_Freeman'sJournalandDailyCommercialAdvertiser
1832.06.19_TheBelfastNews-Letter
1832.06.20_TheDerbyMercury
1832.06.22_TheBelfastNews-Letter
1832.06.22_TheBelfastNews-Letter
1832.06.23_Times
1832.06.25_Freeman'sJournalandDailyCommercialAdvertiser
1832.06.26_TheBelfastNews-Letter
1832.06.26_TheHullPacketandHumberMercury
1832.06.26_TheHullPacketandHumberMercury
1832.06.27_TheDerbyMercury
1832.06.27_TheDerbyMercury
1832.06.29_Freeman'sJournalandDailyCommercialAdvertiser
1832.06.29_Freeman'sJournalandDailyCommercialAdvertiser
1832.06.29_LiverpoolMercuryetc
1832.06.29_TheBelfastNews-Letter
1832.06.29_TheBelfastNews-Letter
1832.06.30_Freeman'sJournalandDailyCommercialAdvertiser
1832.06.30_TheNewcastleCourantetc
1832.07.03_TheBelfastNews-Letter
1832.07.04_Freeman'sJournalandDailyCommercialAdvertiser
1832.07.07_TheBristolMercury
1832.07.07_TheBristolMercury
1832.07.13_TheBelfastNews-Letter
1832.07.20_TheBelfastNews-Letter
