1814.01.08_CaledonianMercury
1814.01.15_CaledonianMercury
1814.01.15_CaledonianMercury
1814.01.22_CaledonianMercury
1814.01.22_CaledonianMercury
1814.01.22_CaledonianMercury
1814.01.29_TheLeedsMercury
1814.02.01_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1814.02.01_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
