1823.03.11_TheMorningChronicle
1823.03.12_TheDerbyMercury
1823.03.15_TheMorningChronicle
1823.03.18_TheMorningChronicle
1823.03.18_TheMorningChronicle
1823.03.20_TheMorningChronicle
1823.03.20_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1823.03.20_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1823.03.21_Times
1823.03.21_Times
1823.03.22_Times
1823.03.24_TheMorningChronicle
1823.03.25_TheMorningChronicle
1823.03.26_TheDerbyMercury
1823.03.27_TheMorningChronicle
1823.03.27_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1823.03.29_TheIpswichJournal
1823.03.29_TheMorningChronicle
1823.03.29_Times
1823.03.31_TheMorningChronicle
1823.03.31_TheMorningChronicle
1823.03.31_Times
1823.04.01_TheMorningChronicle
1823.04.02_TheDerbyMercury
1823.04.02_TheMorningChronicle
1823.04.03_TheMorningChronicle
1823.04.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1823.04.05_TheMorningChronicle
1823.04.05_TheMorningChronicle
1823.04.07_TheMorningChronicle
1823.04.08_TheMorningChronicle
1823.04.10_TheMorningChronicle
