1806.10.09_CaledonianMercury
1806.10.11_CaledonianMercury
1806.10.11_CaledonianMercury
1806.10.16_CaledonianMercury
1806.10.16_CaledonianMercury
1806.10.20_CaledonianMercury
1806.10.23_CaledonianMercury
1806.10.25_CaledonianMercury
1806.10.25_Jackson'sOxfordJournal
1806.10.25_Jackson'sOxfordJournal
1806.10.27_CaledonianMercury
1806.10.29_TheAberdeenJournal
1806.10.29_TheAberdeenJournal
1806.10.30_CaledonianMercury
1806.10.30_TheDerbyMercury
1806.10.30_Trewman'sExeterFlyingPost
1806.11.01_CaledonianMercury
1806.11.01_Jackson'sOxfordJournal
1806.11.03_CaledonianMercury
1806.11.03_CaledonianMercury
1806.11.03_CaledonianMercury
1806.11.06_Trewman'sExeterFlyingPost
1806.11.08_CaledonianMercury
1806.11.13_CaledonianMercury
