1835.04.07_TheBelfastNews-Letter
1835.04.11_TheIpswichJournal
1835.04.14_TheBelfastNews-Letter
1835.04.14_TheBelfastNews-Letter
1835.04.15_TheDerbyMercury
1835.04.17_TheBelfastNews-Letter
1835.04.17_TheBelfastNews-Letter
1835.04.18_TheIpswichJournal
1835.04.18_TheIpswichJournal
1835.04.18_TheNewcastleCourantetc
1835.04.18_TheNewcastleCourantetc
1835.04.20_CaledonianMercury
1835.04.20_HampshireTelegraphandSussexChronicleetc
1835.04.21_TheBelfastNews-Letter
1835.04.21_TheMorningChronicle
1835.04.22_TheDerbyMercury
1835.04.24_TheBelfastNews-Letter
1835.04.24_TheHullPacket
1835.04.25_PrestonChronicle
1835.04.25_PrestonChronicle
1835.04.25_TheBristolMercury
1835.04.25_TheIpswichJournal
1835.04.25_TheNewcastleCourantetc
1835.04.27_HampshireTelegraphandSussexChronicleetc
1835.05.01_TheBelfastNews-Letter
1835.05.01_TheHullPacket
1835.05.01_TheHullPacket
1835.05.02_PrestonChronicle
1835.05.02_TheBristolMercury
1835.05.02_TheIpswichJournal
1835.05.02_TheNewcastleCourantetc
1835.05.08_TheBelfastNews-Letter
1835.05.09_TheNewcastleCourantetc
