1819.02.06_TheIpswichJournal
1819.02.11_TheMorningChronicle
1819.02.12_TheMorningChronicle
1819.02.12_TheMorningChronicle
1819.02.13_TheIpswichJournal
1819.02.13_TheIpswichJournal
1819.02.16_TheMorningChronicle
1819.02.17_TheMorningChronicle
1819.02.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1819.02.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1819.02.19_TheMorningChronicle
1819.02.20_TheIpswichJournal
1819.02.22_TheMorningChronicle
1819.02.23_TheMorningChronicle
1819.02.24_TheMorningChronicle
1819.02.24_TheMorningChronicle
1819.02.25_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1819.02.25_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1819.03.01_TheMorningChronicle
1819.03.02_TheMorningChronicle
1819.03.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1819.03.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
