1822.03.16_Jackson'sOxfordJournal
1822.03.16_TheLeedsMercury
1822.03.16_TheLeedsMercury
1822.03.16_TheLeedsMercury
1822.03.23_Jackson'sOxfordJournal
1822.03.26_TheMorningChronicle
1822.03.26_TheMorningChronicle
1822.03.29_TheMorningChronicle
1822.03.30_Jackson'sOxfordJournal
1822.03.30_TheBristolMercury
1822.03.30_TheBristolMercury
1822.03.30_TheBristolMercury
1822.03.30_TheIpswichJournal
1822.03.30_Times
