1827.06.11_TheBristolMercury
1827.06.16_TheNewcastleCourantetc
1827.06.16_TheNewcastleCourantetc
1827.06.18_TheBristolMercury
1827.06.18_TheBristolMercury
1827.06.20_TheDerbyMercury
1827.06.23_TheNewcastleCourantetc
1827.06.23_TheNewcastleCourantetc
1827.06.25_TheBristolMercury
1827.06.27_TheDerbyMercury
1827.06.30_TheNewcastleCourantetc
1827.07.02_TheBristolMercury
1827.07.02_TheBristolMercury
1827.07.04_TheDerbyMercury
1827.07.07_TheNewcastleCourantetc
1827.07.11_TheDerbyMercury
