1823.11.08_TheIpswichJournal
1823.11.08_TheLeedsMercury
1823.11.10_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1823.11.12_TheDerbyMercury
1823.11.15_TheIpswichJournal
1823.11.15_TheIpswichJournal
1823.11.17_TheBristolMercury
1823.11.17_TheBristolMercury
1823.11.17_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1823.11.19_TheDerbyMercury
1823.11.19_TheDerbyMercury
1823.11.20_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1823.11.20_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1823.11.22_TheIpswichJournal
1823.11.24_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1823.11.26_TheDerbyMercury
1823.11.27_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1823.12.01_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1823.12.03_TheDerbyMercury
1823.12.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
