1834.04.11_TheBelfastNews-Letter
1834.04.11_TheMorningChronicle
1834.04.11_TheMorningChronicle
1834.04.12_TheBristolMercury
1834.04.16_TheDerbyMercury
1834.04.16_TheDerbyMercury
1834.04.18_TheBelfastNews-Letter
1834.04.18_TheHullPacket
1834.04.19_TheIpswichJournal
1834.04.19_TheNewcastleCourantetc
1834.04.22_TheBelfastNews-Letter
1834.04.23_TheDerbyMercury
1834.04.25_TheHullPacket
1834.04.26_PrestonChronicle
1834.04.26_PrestonChronicle
1834.04.26_TheBristolMercury
1834.04.26_TheIpswichJournal
1834.04.26_TheNewcastleCourantetc
1834.04.29_TheBelfastNews-Letter
1834.04.29_TheBelfastNews-Letter
1834.05.02_LiverpoolMercuryetc
1834.05.02_TheBelfastNews-Letter
1834.05.03_PrestonChronicle
1834.05.03_TheBristolMercury
1834.05.03_TheNewcastleCourantetc
1834.05.09_LiverpoolMercuryetc
1834.05.09_TheBelfastNews-Letter
1834.05.10_TheNewcastleCourantetc
