1827.07.09_TheBristolMercury
1827.07.21_TheIpswichJournal
1827.07.21_TheIpswichJournal
1827.07.21_TheNewcastleCourantetc
1827.07.23_TheBristolMercury
1827.07.23_TheBristolMercury
1827.07.23_TheBristolMercury
1827.07.24_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1827.07.24_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1827.07.25_TheDerbyMercury
1827.07.28_TheNewcastleCourantetc
1827.07.30_TheBristolMercury
1827.07.30_TheBristolMercury
1827.08.01_TheDerbyMercury
1827.08.04_TheNewcastleCourantetc
