1826.10.18_TheDerbyMercury
1826.10.20_GlasgowHerald
1826.10.20_GlasgowHerald
1826.10.23_GlasgowHerald
1826.10.23_TheBristolMercury
1826.10.23_TheBristolMercury
1826.10.23_TheBristolMercury
1826.10.27_GlasgowHerald
1826.10.27_GlasgowHerald
1826.10.28_TheIpswichJournal
1826.10.30_GlasgowHerald
1826.11.01_TheDerbyMercury
1826.11.01_TheDerbyMercury
1826.11.03_GlasgowHerald
1826.11.03_GlasgowHerald
1826.11.06_GlasgowHerald
