1815.01.16_Times
1815.01.17_Times
1815.01.17_Times
1815.01.19_CaledonianMercury
1815.01.19_CaledonianMercury
1815.01.19_Times
1815.01.19_Times
1815.01.19_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1815.01.19_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1815.01.21_CaledonianMercury
1815.01.21_CaledonianMercury
1815.01.24_Times
1815.01.25_Times
1815.01.25_Times
1815.01.28_TheIpswichJournal
1815.01.28_TheIpswichJournal
1815.02.02_CaledonianMercury
1815.02.02_CaledonianMercury
1815.02.02_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1815.02.02_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
