1806.11.08_CaledonianMercury
1806.11.15_CaledonianMercury
1806.11.15_CaledonianMercury
1806.11.17_CaledonianMercury
1806.11.17_CaledonianMercury
1806.11.22_CaledonianMercury
1806.11.22_CaledonianMercury
1806.11.22_Jackson'sOxfordJournal
1806.11.22_Jackson'sOxfordJournal
1806.11.22_TheNewcastleCourantetc
1806.11.22_TheNewcastleCourantetc
1806.11.24_CaledonianMercury
1806.11.26_TheMorningChronicle
1806.11.27_CaledonianMercury
1806.11.27_CaledonianMercury
1806.11.27_Trewman'sExeterFlyingPost
1806.11.27_Trewman'sExeterFlyingPost
1806.11.29_CaledonianMercury
1806.11.29_CaledonianMercury
1806.11.29_CaledonianMercury
1806.11.29_Cobbett'sWeeklyPoliticalRegister
1806.11.29_Jackson'sOxfordJournal
1806.12.01_CaledonianMercury
1806.12.01_CaledonianMercury
1806.12.04_CaledonianMercury
1806.12.06_CaledonianMercury
