1831.06.08_TheDerbyMercury
1831.06.11_PrestonChronicle
1831.06.11_PrestonChronicle
1831.06.11_TheNewcastleCourantetc
1831.06.13_Times
1831.06.14_TheBelfastNews-Letter
1831.06.14_TheBristolMercury
1831.06.14_TheBristolMercury
1831.06.15_Freeman'sJournalandDailyCommercialAdvertiser
1831.06.15_TheDerbyMercury
1831.06.16_Freeman'sJournalandDailyCommercialAdvertiser
1831.06.17_TheBelfastNews-Letter
1831.06.18_TheNewcastleCourantetc
1831.06.18_TheNewcastleCourantetc
1831.06.20_Freeman'sJournalandDailyCommercialAdvertiser
1831.06.20_Times
1831.06.21_TheBelfastNews-Letter
1831.06.21_TheBristolMercury
1831.06.21_TheHullPacketandHumberMercury
1831.06.22_TheDerbyMercury
1831.06.24_TheBelfastNews-Letter
1831.06.24_TheBelfastNews-Letter
1831.06.25_PrestonChronicle
1831.06.25_TheNewcastleCourantetc
1831.06.25_TheNewcastleCourantetc
1831.06.25_TheNewcastleCourantetc
1831.06.26_TheExaminer
1831.06.27_HampshireTelegraphandSussexChronicleetc
1831.06.27_Times
1831.06.28_TheBelfastNews-Letter
1831.06.28_TheBelfastNews-Letter
1831.06.28_TheBristolMercury
1831.06.28_TheHullPacketandHumberMercury
1831.06.28_TheHullPacketandHumberMercury
1831.06.29_Freeman'sJournalandDailyCommercialAdvertiser
1831.06.29_TheDerbyMercury
1831.06.29_TheDerbyMercury
1831.06.29_TheDerbyMercury
1831.06.29_Times
1831.07.01_TheBelfastNews-Letter
1831.07.02_TheNewcastleCourantetc
1831.07.05_Freeman'sJournalandDailyCommercialAdvertiser
1831.07.05_TheBelfastNews-Letter
1831.07.05_TheBristolMercury
1831.07.08_TheBelfastNews-Letter
1831.07.13_TheDerbyMercury
1831.07.13_TheDerbyMercury
1831.07.15_TheBelfastNews-Letter
1831.07.20_TheDerbyMercury
