1819.04.09_TheMorningChronicle
1819.04.10_TheIpswichJournal
1819.04.10_TheMorningChronicle
1819.04.10_TheMorningChronicle
1819.04.10_TheNewcastleCourantetc
1819.04.12_TheBristolMercury
1819.04.14_TheMorningChronicle
1819.04.14_TheMorningChronicle
1819.04.15_TheMorningChronicle
1819.04.15_TheMorningChronicle
1819.04.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1819.04.15_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1819.04.16_TheMorningChronicle
1819.04.16_TheMorningChronicle
1819.04.17_TheIpswichJournal
1819.04.17_TheMorningChronicle
1819.04.20_TheMorningChronicle
1819.04.20_Times
1819.04.21_TheMorningChronicle
1819.04.22_TheMorningChronicle
1819.04.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1819.04.23_TheMorningChronicle
1819.04.24_TheMorningChronicle
1819.04.24_TheNewcastleCourantetc
1819.04.24_Times
1819.04.26_TheMorningChronicle
1819.04.27_TheMorningChronicle
1819.04.28_TheMorningChronicle
1819.04.28_Times
1819.04.29_TheMorningChronicle
1819.04.29_TheMorningChronicle
1819.04.29_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1819.04.30_TheMorningChronicle
1819.05.01_TheMorningChronicle
1819.05.03_TheBristolMercury
1819.05.03_TheMorningChronicle
1819.05.05_TheAberdeenJournal
1819.05.05_TheMorningChronicle
1819.05.06_TheMorningChronicle
1819.05.07_TheMorningChronicle
1819.05.08_TheMorningChronicle
1819.05.08_Times
1819.05.10_TheMorningChronicle
1819.05.11_TheMorningChronicle
1819.05.12_TheMorningChronicle
1819.05.13_TheMorningChronicle
1819.05.15_TheMorningChronicle
1819.05.17_TheMorningChronicle
