1829.06.10_TheDerbyMercury
1829.06.12_Times
1829.06.12_Times
1829.06.13_TheNewcastleCourantetc
1829.06.13_TheNewcastleCourantetc
1829.06.17_TheDerbyMercury
1829.06.17_TheDerbyMercury
1829.06.18_Times
1829.06.20_TheNewcastleCourantetc
1829.06.20_TheNewcastleCourantetc
1829.06.22_Times
1829.06.23_Times
1829.06.23_Times
1829.06.24_TheDerbyMercury
1829.06.26_Times
1829.06.27_TheNewcastleCourantetc
1829.06.27_TheNewcastleCourantetc
1829.06.27_Times
1829.06.27_Times
1829.06.29_Times
1829.06.29_Times
1829.06.30_TheBristolMercury
1829.06.30_TheHullPacketandHumberMercury
1829.07.01_TheAberdeenJournal
1829.07.01_TheAberdeenJournal
1829.07.01_TheDerbyMercury
1829.07.02_NorthWalesChronicle
1829.07.03_Times
1829.07.04_TheNewcastleCourantetc
1829.07.06_Times
1829.07.07_TheHullPacketandHumberMercury
1829.07.08_TheDerbyMercury
1829.07.11_TheNewcastleCourantetc
