1830.05.08_TheIpswichJournal
1830.05.10_Freeman'sJournalandDailyCommercialAdvertiser
1830.05.12_TheDerbyMercury
1830.05.12_TheDerbyMercury
1830.05.13_Freeman'sJournalandDailyCommercialAdvertiser
1830.05.15_TheIpswichJournal
1830.05.15_TheIpswichJournal
1830.05.15_TheIpswichJournal
1830.05.15_TheNewcastleCourantetc
1830.05.15_TheNewcastleCourantetc
1830.05.18_Freeman'sJournalandDailyCommercialAdvertiser
1830.05.18_TheBelfastNews-Letter
1830.05.18_TheBristolMercury
1830.05.18_TheBristolMercury
1830.05.19_TheDerbyMercury
1830.05.19_TheDerbyMercury
1830.05.20_Freeman'sJournalandDailyCommercialAdvertiser
1830.05.20_Freeman'sJournalandDailyCommercialAdvertiser
1830.05.20_NorthWalesChronicle
1830.05.21_Freeman'sJournalandDailyCommercialAdvertiser
1830.05.21_Freeman'sJournalandDailyCommercialAdvertiser
1830.05.22_Freeman'sJournalandDailyCommercialAdvertiser
1830.05.22_TheIpswichJournal
1830.05.22_TheIpswichJournal
1830.05.22_TheNewcastleCourantetc
1830.05.24_Freeman'sJournalandDailyCommercialAdvertiser
1830.05.24_HampshireTelegraphandSussexChronicleetc
1830.05.25_Freeman'sJournalandDailyCommercialAdvertiser
1830.05.25_Freeman'sJournalandDailyCommercialAdvertiser
1830.05.25_TheBelfastNews-Letter
1830.05.25_TheBelfastNews-Letter
1830.05.25_TheBristolMercury
1830.05.26_Freeman'sJournalandDailyCommercialAdvertiser
1830.05.26_TheDerbyMercury
1830.05.27_Freeman'sJournalandDailyCommercialAdvertiser
1830.05.27_Freeman'sJournalandDailyCommercialAdvertiser
1830.05.27_NorthWalesChronicle
1830.05.28_Freeman'sJournalandDailyCommercialAdvertiser
1830.05.28_TheBelfastNews-Letter
1830.05.29_Freeman'sJournalandDailyCommercialAdvertiser
1830.05.29_TheIpswichJournal
1830.05.31_Freeman'sJournalandDailyCommercialAdvertiser
1830.06.01_Freeman'sJournalandDailyCommercialAdvertiser
1830.06.01_Freeman'sJournalandDailyCommercialAdvertiser
1830.06.01_TheBelfastNews-Letter
1830.06.01_TheBristolMercury
1830.06.01_TheHullPacketandHumberMercury
1830.06.02_TheAberdeenJournal
1830.06.02_TheDerbyMercury
1830.06.02_TheDerbyMercury
1830.06.02_TheDerbyMercury
1830.06.04_TheBelfastNews-Letter
1830.06.08_TheBristolMercury
1830.06.09_TheAberdeenJournal
1830.06.09_TheDerbyMercury
1830.06.10_NorthWalesChronicle
1830.06.12_TheIpswichJournal
1830.06.15_TheBristolMercury
