1820.11.06_TheBristolMercury
1820.11.11_TheNewcastleCourantetc
1820.11.11_TheNewcastleCourantetc
1820.11.18_Jackson'sOxfordJournal
1820.11.24_Times
1820.11.25_Jackson'sOxfordJournal
1820.11.25_Jackson'sOxfordJournal
1820.11.25_Times
1820.11.28_Times
1820.12.01_Times
