1805.04.17_TheAberdeenJournal
1805.04.20_Jackson'sOxfordJournal
1805.04.20_Jackson'sOxfordJournal
1805.04.20_Jackson'sOxfordJournal
1805.04.27_Jackson'sOxfordJournal
1805.04.27_Jackson'sOxfordJournal
1805.04.29_CaledonianMercury
1805.04.29_CaledonianMercury
1805.04.29_HampshireTelegraphandSussexChronicleetc
1805.04.29_HampshireTelegraphandSussexChronicleetc
1805.05.01_TheAberdeenJournal
1805.05.04_CaledonianMercury
1805.05.04_CaledonianMercury
1805.05.04_Jackson'sOxfordJournal
1805.05.13_CaledonianMercury
