1802.09.13_CaledonianMercury
1802.09.20_CaledonianMercury
1802.09.20_CaledonianMercury
1802.09.22_TheAberdeenJournal
1802.09.27_HampshireTelegraph&PortsmouthGazette
1802.09.27_HampshireTelegraph&PortsmouthGazette
1802.09.29_TheAberdeenJournal
1802.09.30_TheDerbyMercury
1802.09.30_TheDerbyMercury
1802.10.02_Jackson'sOxfordJournal
1802.10.04_HampshireTelegraph&PortsmouthGazette
1802.10.06_TheAberdeenJournal
1802.10.07_TheDerbyMercury
