1806.05.10_Jackson'sOxfordJournal
1806.05.17_Jackson'sOxfordJournal
1806.05.17_Jackson'sOxfordJournal
1806.05.17_Jackson'sOxfordJournal
1806.05.19_CaledonianMercury
1806.05.19_CaledonianMercury
1806.05.21_TheAberdeenJournal
1806.05.21_TheAberdeenJournal
1806.05.21_TheAberdeenJournal
1806.05.22_CaledonianMercury
1806.05.22_CaledonianMercury
1806.05.22_Trewman'sExeterFlyingPost
1806.05.24_CaledonianMercury
1806.05.24_CaledonianMercury
1806.05.24_Jackson'sOxfordJournal
1806.05.24_Jackson'sOxfordJournal
1806.05.26_CaledonianMercury
1806.05.26_CaledonianMercury
1806.05.28_TheAberdeenJournal
1806.05.28_TheAberdeenJournal
1806.05.29_CaledonianMercury
1806.05.29_Trewman'sExeterFlyingPost
1806.05.29_Trewman'sExeterFlyingPost
1806.05.31_CaledonianMercury
1806.05.31_CaledonianMercury
1806.05.31_Jackson'sOxfordJournal
1806.05.31_Jackson'sOxfordJournal
1806.05.31_Jackson'sOxfordJournal
1806.06.02_CaledonianMercury
1806.06.02_CaledonianMercury
1806.06.04_TheAberdeenJournal
1806.06.04_TheAberdeenJournal
1806.06.05_CaledonianMercury
1806.06.05_Trewman'sExeterFlyingPost
1806.06.07_Jackson'sOxfordJournal
1806.06.09_CaledonianMercury
1806.06.12_CaledonianMercury
1806.06.14_Jackson'sOxfordJournal
1806.06.19_CaledonianMercury
