1808.11.09_TheAberdeenJournal
1808.11.12_Jackson'sOxfordJournal
1808.11.12_Jackson'sOxfordJournal
1808.11.12_Jackson'sOxfordJournal
1808.11.16_TheAberdeenJournal
1808.11.17_CaledonianMercury
1808.11.17_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1808.11.19_CaledonianMercury
1808.11.19_CaledonianMercury
1808.11.19_CaledonianMercury
1808.11.19_Jackson'sOxfordJournal
1808.11.19_Jackson'sOxfordJournal
1808.11.19_Jackson'sOxfordJournal
1808.11.21_CaledonianMercury
1808.11.21_CaledonianMercury
1808.11.21_CaledonianMercury
1808.11.22_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1808.11.23_TheAberdeenJournal
1808.11.24_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1808.11.26_Jackson'sOxfordJournal
1808.11.26_Jackson'sOxfordJournal
1808.11.26_Jackson'sOxfordJournal
1808.11.28_CaledonianMercury
1808.11.30_TheAberdeenJournal
1808.12.01_CaledonianMercury
1808.12.01_CaledonianMercury
1808.12.03_CaledonianMercury
1808.12.03_CaledonianMercury
1808.12.03_Jackson'sOxfordJournal
1808.12.03_Jackson'sOxfordJournal
1808.12.05_CaledonianMercury
1808.12.07_TheAberdeenJournal
1808.12.08_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1808.12.10_Jackson'sOxfordJournal
