1824.10.13_TheDerbyMercury
1824.10.14_Times
1824.10.14_Times
1824.10.14_Times
1824.10.15_Times
1824.10.15_Times
1824.10.16_TheNewcastleCourantetc
1824.10.16_TheNewcastleCourantetc
1824.10.16_Times
1824.10.16_Times
1824.10.18_TheBristolMercury
1824.10.18_Times
1824.10.18_Times
1824.10.19_Times
1824.10.19_Times
1824.10.20_TheDerbyMercury
1824.10.20_Times
1824.10.20_Times
1824.10.21_Times
1824.10.23_TheIpswichJournal
1824.10.23_TheIpswichJournal
1824.10.23_TheNewcastleCourantetc
1824.10.23_TheNewcastleCourantetc
1824.10.25_CaledonianMercury
1824.10.25_Times
1824.10.25_Times
1824.10.27_TheDerbyMercury
1824.10.27_Times
1824.10.27_Times
1824.10.28_Times
1824.10.29_Times
1824.10.30_Times
1824.10.30_Times
1824.10.30_Times
1824.11.01_CaledonianMercury
1824.11.01_Times
1824.11.03_TheDerbyMercury
1824.11.06_Times
1824.11.10_TheDerbyMercury
1824.11.17_TheDerbyMercury
