1825.11.12_TheIpswichJournal
1825.11.19_TheIpswichJournal
1825.11.19_TheIpswichJournal
1825.11.23_TheDerbyMercury
1825.11.23_TheDerbyMercury
1825.12.03_Times
1825.12.07_TheDerbyMercury
