1802.08.11_TheAberdeenJournal
1802.08.12_TheDerbyMercury
1802.08.25_TheAberdeenJournal
1802.08.28_TheMorningChronicle
1802.08.30_CaledonianMercury
1802.08.30_HampshireTelegraph&PortsmouthGazette
1802.09.01_TheAberdeenJournal
1802.09.01_TheMorningChronicle
1802.09.01_TheMorningChronicle
1802.09.02_TheDerbyMercury
1802.09.06_CaledonianMercury
1802.09.06_HampshireTelegraph&PortsmouthGazette
1802.09.06_Times
