1823.10.08_TheDerbyMercury
1823.10.09_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1823.10.09_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1823.10.09_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1823.10.13_TheBristolMercury
1823.10.13_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1823.10.15_TheDerbyMercury
1823.10.16_CaledonianMercury
1823.10.16_CaledonianMercury
1823.10.18_TheIpswichJournal
1823.10.20_TheBristolMercury
1823.10.20_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1823.10.22_TheDerbyMercury
1823.10.22_Times
1823.10.23_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1823.10.25_TheIpswichJournal
1823.10.27_TheBristolMercury
1823.10.27_TheBristolMercury
1823.10.27_TheBristolMercury
1823.10.27_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1823.10.28_Times
1823.10.28_Times
1823.10.29_TheDerbyMercury
1823.10.29_TheDerbyMercury
1823.10.29_TheDerbyMercury
1823.10.30_CaledonianMercury
1823.10.30_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1823.11.01_TheIpswichJournal
1823.11.03_HampshireTelegraphandSussexChronicleetc
1823.11.03_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1823.11.05_TheDerbyMercury
1823.11.06_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
