1818.07.16_CaledonianMercury
1818.07.16_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1818.07.23_CaledonianMercury
1818.07.30_CaledonianMercury
1818.07.30_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1818.08.06_CaledonianMercury
1818.08.06_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
