1818.09.12_Times
1818.09.14_CaledonianMercury
1818.09.14_CaledonianMercury
1818.09.14_Times
1818.09.15_TheMorningChronicle
1818.09.16_Times
1818.09.16_Times
1818.09.17_TheMorningChronicle
1818.09.17_Times
1818.09.17_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1818.09.17_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1818.09.18_Times
1818.09.22_Times
1818.09.22_Times
1818.09.24_Times
1818.09.24_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1818.09.24_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1818.09.25_Times
1818.09.25_Times
1818.09.26_Times
1818.09.28_Times
1818.09.29_Times
1818.09.29_Times
1818.09.30_Times
1818.09.30_Times
1818.10.01_CaledonianMercury
1818.10.01_Times
1818.10.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1818.10.02_TheMorningChronicle
1818.10.06_Times
1818.10.08_TheMorningChronicle
