1811.11.09_TheIpswichJournal
1811.11.14_TheDerbyMercury
1811.11.16_Jackson'sOxfordJournal
1811.11.16_Jackson'sOxfordJournal
1811.11.16_TheIpswichJournal
1811.11.21_TheDerbyMercury
1811.11.23_TheIpswichJournal
1811.11.30_Jackson'sOxfordJournal
1811.11.30_TheIpswichJournal
1811.12.07_TheIpswichJournal
