1808.08.15_CaledonianMercury
1808.08.16_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1808.08.17_TheAberdeenJournal
1808.08.17_TheAberdeenJournal
1808.08.20_Jackson'sOxfordJournal
1808.08.20_Jackson'sOxfordJournal
1808.08.22_CaledonianMercury
1808.08.23_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1808.08.23_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1808.08.23_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1808.08.24_TheAberdeenJournal
1808.08.25_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1808.08.25_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1808.08.27_Jackson'sOxfordJournal
1808.08.29_CaledonianMercury
1808.08.29_CaledonianMercury
1808.08.29_CaledonianMercury
1808.08.30_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1808.08.30_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1808.08.31_TheAberdeenJournal
1808.08.31_TheAberdeenJournal
1808.09.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1808.09.03_Jackson'sOxfordJournal
1808.09.03_Jackson'sOxfordJournal
1808.09.07_TheAberdeenJournal
1808.09.08_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
