1825.10.12_TheDerbyMercury
1825.10.15_TheIpswichJournal
1825.10.15_TheIpswichJournal
1825.10.17_HampshireTelegraphandSussexChronicleetc
1825.10.17_TheBristolMercury
1825.10.17_TheBristolMercury
1825.10.18_Times
1825.10.18_Times
1825.10.19_TheDerbyMercury
1825.10.19_TheDerbyMercury
1825.10.19_TheDerbyMercury
1825.10.20_CaledonianMercury
1825.10.20_Times
1825.10.22_TheIpswichJournal
1825.10.22_Times
1825.10.24_Times
1825.10.24_Times
1825.10.26_TheDerbyMercury
1825.10.26_TheDerbyMercury
1825.10.26_Times
1825.10.26_Times
1825.10.28_Times
1825.10.28_Times
1825.10.29_TheIpswichJournal
1825.10.29_TheIpswichJournal
1825.10.31_CaledonianMercury
1825.10.31_Times
1825.11.02_TheDerbyMercury
1825.11.05_TheIpswichJournal
1825.11.05_Times
