1826.12.16_TheIpswichJournal
1826.12.18_GlasgowHerald
1826.12.18_GlasgowHerald
1826.12.18_HampshireTelegraphandSussexChronicleetc
1826.12.18_HampshireTelegraphandSussexChronicleetc
1826.12.18_TheBristolMercury
1826.12.19_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1826.12.19_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1826.12.20_TheDerbyMercury
1826.12.20_TheDerbyMercury
1826.12.23_CaledonianMercury
1826.12.23_CaledonianMercury
1826.12.25_CaledonianMercury
1826.12.25_CaledonianMercury
1826.12.25_GlasgowHerald
1826.12.25_TheBristolMercury
1826.12.27_TheDerbyMercury
1826.12.29_GlasgowHerald
1826.12.29_GlasgowHerald
1826.12.30_CaledonianMercury
1826.12.30_TheIpswichJournal
1827.01.01_GlasgowHerald
1827.01.01_GlasgowHerald
1827.01.01_TheBristolMercury
