1808.04.09_Jackson'sOxfordJournal
1808.04.16_Jackson'sOxfordJournal
1808.04.18_CaledonianMercury
1808.04.18_CaledonianMercury
1808.04.20_TheAberdeenJournal
1808.04.21_TheDerbyMercury
1808.04.23_CaledonianMercury
1808.04.23_Jackson'sOxfordJournal
1808.04.23_Jackson'sOxfordJournal
1808.04.23_Jackson'sOxfordJournal
1808.04.25_CaledonianMercury
1808.04.28_CaledonianMercury
1808.04.30_Jackson'sOxfordJournal
1808.05.02_CaledonianMercury
1808.05.02_CaledonianMercury
1808.05.02_CaledonianMercury
1808.05.04_TheAberdeenJournal
1808.05.05_CaledonianMercury
1808.05.07_CaledonianMercury
1808.05.07_Jackson'sOxfordJournal
1808.05.11_TheAberdeenJournal
1808.05.12_CaledonianMercury
