1834.12.08_CaledonianMercury
1834.12.10_TheDerbyMercury
1834.12.10_TheDerbyMercury
1834.12.11_CaledonianMercury
1834.12.12_TheBelfastNews-Letter
1834.12.13_PrestonChronicle
1834.12.13_TheNewcastleCourantetc
1834.12.17_TheDerbyMercury
1834.12.19_TheBelfastNews-Letter
1834.12.20_PrestonChronicle
1834.12.20_TheBristolMercury
1834.12.20_TheBristolMercury
1834.12.20_TheIpswichJournal
1834.12.20_TheManchesterTimesandGazette
1834.12.21_TheExaminer
1834.12.21_TheExaminer
1834.12.23_TheBelfastNews-Letter
1834.12.24_TheDerbyMercury
1834.12.24_TheDerbyMercury
1834.12.26_LiverpoolMercuryetc
1834.12.26_TheBelfastNews-Letter
1834.12.26_TheHullPacket
1834.12.27_PrestonChronicle
1834.12.27_PrestonChronicle
1834.12.27_TheBristolMercury
1834.12.27_TheBristolMercury
1834.12.27_TheBristolMercury
1834.12.27_TheIpswichJournal
1834.12.27_TheNewcastleCourantetc
1834.12.30_TheBelfastNews-Letter
1834.12.31_TheDerbyMercury
1835.01.02_TheBelfastNews-Letter
1835.01.03_PrestonChronicle
1835.01.03_TheIpswichJournal
1835.01.03_TheNewcastleCourantetc
1835.01.07_TheDerbyMercury
1835.01.09_TheBelfastNews-Letter
1835.01.14_TheDerbyMercury
1835.01.16_LiverpoolMercuryetc
1835.01.16_TheBelfastNews-Letter
