1825.04.13_TheDerbyMercury
1825.04.23_TheNewcastleCourantetc
1825.04.25_TheBristolMercury
1825.04.27_TheDerbyMercury
1825.04.27_TheDerbyMercury
1825.04.27_TheDerbyMercury
1825.04.30_TheIpswichJournal
1825.04.30_TheNewcastleCourantetc
1825.04.30_TheNewcastleCourantetc
1825.05.02_TheBristolMercury
1825.05.04_TheDerbyMercury
1825.05.07_TheIpswichJournal
