1830.09.07_TheBristolMercury
1830.09.07_TheHullPacketandHumberMercury
1830.09.08_TheDerbyMercury
1830.09.09_Freeman'sJournalandDailyCommercialAdvertiser
1830.09.09_Freeman'sJournalandDailyCommercialAdvertiser
1830.09.10_TheBelfastNews-Letter
1830.09.11_TheNewcastleCourantetc
1830.09.13_Freeman'sJournalandDailyCommercialAdvertiser
1830.09.13_Freeman'sJournalandDailyCommercialAdvertiser
1830.09.15_TheDerbyMercury
1830.09.15_TheDerbyMercury
1830.09.15_TheDerbyMercury
1830.09.18_Freeman'sJournalandDailyCommercialAdvertiser
1830.09.18_Freeman'sJournalandDailyCommercialAdvertiser
1830.09.18_Freeman'sJournalandDailyCommercialAdvertiser
1830.09.21_Freeman'sJournalandDailyCommercialAdvertiser
1830.09.22_TheDerbyMercury
1830.09.29_TheDerbyMercury
1830.09.29_TheDerbyMercury
1830.09.30_NorthWalesChronicle
1830.10.01_TheBelfastNews-Letter
1830.10.06_TheDerbyMercury
1830.10.07_NorthWalesChronicle
1830.10.08_TheBelfastNews-Letter
1830.10.15_TheBelfastNews-Letter
1830.10.20_TheDerbyMercury
