1824.07.10_TheIpswichJournal
1824.07.10_TheNewcastleCourantetc
1824.07.14_TheDerbyMercury
1824.07.17_TheIpswichJournal
1824.07.19_CaledonianMercury
1824.07.22_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1824.07.24_TheNewcastleCourantetc
1824.07.26_CaledonianMercury
1824.07.26_CaledonianMercury
1824.07.28_TheDerbyMercury
1824.07.28_TheDerbyMercury
1824.07.29_CaledonianMercury
1824.07.29_Times
1824.07.29_Times
1824.07.29_Times
1824.07.31_TheIpswichJournal
1824.08.02_CaledonianMercury
1824.08.04_TheDerbyMercury
1824.08.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1824.08.07_TheIpswichJournal
1824.08.07_TheNewcastleCourantetc
1824.08.07_TheNewcastleCourantetc
1824.08.16_CaledonianMercury
