1836.02.08_CaledonianMercury
1836.02.09_NorthWalesChronicle
1836.02.09_NorthWalesChronicle
1836.02.09_TheBelfastNews-Letter
1836.02.10_TheDerbyMercury
1836.02.10_TheDerbyMercury
1836.02.13_TheIpswichJournal
1836.02.13_TheIpswichJournal
1836.02.13_TheIpswichJournal
1836.02.13_TheNewcastleCourantetc
1836.02.13_TheNewcastleCourantetc
1836.02.16_BrightonPatriotandLewesFreePressetc
1836.02.16_NorthWalesChronicle
1836.02.16_TheBelfastNews-Letter
1836.02.17_TheDerbyMercury
1836.02.19_TheBelfastNews-Letter
1836.02.20_TheIpswichJournal
1836.02.20_TheIpswichJournal
1836.02.20_TheIpswichJournal
1836.02.20_TheNewcastleCourantetc
1836.02.23_TheBelfastNews-Letter
1836.02.24_TheDerbyMercury
1836.02.24_TheDerbyMercury
1836.02.26_TheBelfastNews-Letter
1836.02.27_TheBristolMercury
1836.02.27_TheIpswichJournal
1836.02.27_TheIpswichJournal
1836.02.27_TheNewcastleCourantetc
1836.02.28_TheExaminer
1836.02.29_HampshireTelegraphandSussexChronicleetc
1836.03.01_BrightonPatriotandLewesFreePressetc
1836.03.01_NorthWalesChronicle
1836.03.01_TheBelfastNews-Letter
1836.03.02_TheDerbyMercury
1836.03.02_TheDerbyMercury
1836.03.04_TheBelfastNews-Letter
1836.03.04_TheHullPacket
1836.03.05_TheIpswichJournal
1836.03.09_TheDerbyMercury
1836.03.12_TheBristolMercury
1836.03.12_TheNewcastleCourantetc
1836.03.15_NorthWalesChronicle
