1810.03.10_Jackson'sOxfordJournal
1810.03.17_Jackson'sOxfordJournal
1810.03.17_Jackson'sOxfordJournal
1810.03.24_Jackson'sOxfordJournal
1810.03.24_Jackson'sOxfordJournal
1810.03.31_Jackson'sOxfordJournal
1810.03.31_Jackson'sOxfordJournal
1810.03.31_Jackson'sOxfordJournal
1810.03.31_TheIpswichJournal
1810.04.03_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1810.04.03_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1810.04.04_TheAberdeenJournal
1810.04.07_Jackson'sOxfordJournal
