1824.12.15_TheDerbyMercury
1824.12.15_Times
1824.12.22_TheDerbyMercury
1824.12.22_TheDerbyMercury
1824.12.29_TheDerbyMercury
1824.12.29_TheDerbyMercury
1824.12.29_TheDerbyMercury
1825.01.01_TheNewcastleCourantetc
1825.01.03_TheBristolMercury
1825.01.03_TheBristolMercury
1825.01.05_TheDerbyMercury
1825.01.05_TheDerbyMercury
