1811.02.11_CaledonianMercury
1811.02.13_TheAberdeenJournal
1811.02.16_Jackson'sOxfordJournal
1811.02.16_Jackson'sOxfordJournal
1811.02.19_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1811.02.20_Cobbett'sWeeklyPoliticalRegister
1811.02.20_Cobbett'sWeeklyPoliticalRegister
1811.02.20_TheAberdeenJournal
1811.02.20_TheAberdeenJournal
1811.02.21_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1811.02.21_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1811.02.23_Jackson'sOxfordJournal
1811.02.23_Jackson'sOxfordJournal
1811.02.23_TheIpswichJournal
1811.02.27_TheAberdeenJournal
1811.02.28_TheDerbyMercury
1811.02.28_TheDerbyMercury
1811.03.02_Jackson'sOxfordJournal
1811.03.04_CaledonianMercury
1811.03.04_CaledonianMercury
1811.03.06_TheAberdeenJournal
1811.03.07_TheDerbyMercury
1811.03.13_TheAberdeenJournal
