1828.02.12_TheBelfastNews-Letter
1828.02.13_TheDerbyMercury
1828.02.13_TheDerbyMercury
1828.02.16_TheIpswichJournal
1828.02.18_TheBristolMercury
1828.02.18_TheBristolMercury
1828.02.22_TheBelfastNews-Letter
1828.02.23_TheNewcastleCourantetc
1828.02.23_TheNewcastleCourantetc
1828.02.26_TheBelfastNews-Letter
1828.02.27_TheDerbyMercury
1828.02.29_TheBelfastNews-Letter
1828.03.03_TheBristolMercury
1828.03.04_TheBelfastNews-Letter
1828.03.05_TheDerbyMercury
1828.03.07_TheBelfastNews-Letter
1828.03.12_TheDerbyMercury
1828.03.18_TheBelfastNews-Letter
