1830.01.06_TheDerbyMercury
1830.01.09_Freeman'sJournalandDailyCommercialAdvertiser
1830.01.11_Freeman'sJournalandDailyCommercialAdvertiser
1830.01.12_Freeman'sJournalandDailyCommercialAdvertiser
1830.01.12_Freeman'sJournalandDailyCommercialAdvertiser
1830.01.12_TheBristolMercury
1830.01.12_TheHullPacketandHumberMercury
1830.01.13_Freeman'sJournalandDailyCommercialAdvertiser
1830.01.13_TheDerbyMercury
1830.01.13_TheDerbyMercury
1830.01.14_Freeman'sJournalandDailyCommercialAdvertiser
1830.01.15_Freeman'sJournalandDailyCommercialAdvertiser
1830.01.16_Freeman'sJournalandDailyCommercialAdvertiser
1830.01.16_TheIpswichJournal
1830.01.16_TheIpswichJournal
1830.01.16_TheIpswichJournal
1830.01.16_TheNewcastleCourantetc
1830.01.18_Freeman'sJournalandDailyCommercialAdvertiser
1830.01.19_Freeman'sJournalandDailyCommercialAdvertiser
1830.01.19_TheHullPacketandHumberMercury
1830.01.20_Freeman'sJournalandDailyCommercialAdvertiser
1830.01.20_Freeman'sJournalandDailyCommercialAdvertiser
1830.01.20_TheDerbyMercury
1830.01.20_TheDerbyMercury
1830.01.21_Freeman'sJournalandDailyCommercialAdvertiser
1830.01.21_Freeman'sJournalandDailyCommercialAdvertiser
1830.01.22_Freeman'sJournalandDailyCommercialAdvertiser
1830.01.22_TheBelfastNews-Letter
1830.01.23_Freeman'sJournalandDailyCommercialAdvertiser
1830.01.25_Freeman'sJournalandDailyCommercialAdvertiser
1830.01.25_HampshireTelegraphandSussexChronicleetc
1830.01.26_Freeman'sJournalandDailyCommercialAdvertiser
1830.01.26_TheBristolMercury
1830.01.26_TheHullPacketandHumberMercury
1830.01.27_Freeman'sJournalandDailyCommercialAdvertiser
1830.01.27_TheAberdeenJournal
1830.01.27_TheDerbyMercury
1830.01.28_Freeman'sJournalandDailyCommercialAdvertiser
1830.01.29_Freeman'sJournalandDailyCommercialAdvertiser
1830.01.29_TheBelfastNews-Letter
1830.01.30_Freeman'sJournalandDailyCommercialAdvertiser
1830.01.30_TheNewcastleCourantetc
1830.02.01_Freeman'sJournalandDailyCommercialAdvertiser
1830.02.02_Freeman'sJournalandDailyCommercialAdvertiser
1830.02.02_TheBristolMercury
1830.02.02_TheHullPacketandHumberMercury
1830.02.03_Freeman'sJournalandDailyCommercialAdvertiser
1830.02.03_Freeman'sJournalandDailyCommercialAdvertiser
1830.02.03_TheAberdeenJournal
1830.02.03_TheDerbyMercury
1830.02.04_Freeman'sJournalandDailyCommercialAdvertiser
1830.02.06_Freeman'sJournalandDailyCommercialAdvertiser
1830.02.06_TheNewcastleCourantetc
1830.02.09_Freeman'sJournalandDailyCommercialAdvertiser
1830.02.09_TheHullPacketandHumberMercury
1830.02.10_Freeman'sJournalandDailyCommercialAdvertiser
1830.02.10_TheAberdeenJournal
1830.02.11_Freeman'sJournalandDailyCommercialAdvertiser
1830.02.12_TheBelfastNews-Letter
1830.02.13_Freeman'sJournalandDailyCommercialAdvertiser
1830.02.13_TheNewcastleCourantetc
1830.02.17_Freeman'sJournalandDailyCommercialAdvertiser
1830.02.19_TheBelfastNews-Letter
