1823.12.06_TheIpswichJournal
1823.12.10_TheDerbyMercury
1823.12.10_TheDerbyMercury
1823.12.15_TheBristolMercury
1823.12.15_TheBristolMercury
1823.12.17_TheDerbyMercury
1823.12.17_TheDerbyMercury
1823.12.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1823.12.20_TheIpswichJournal
1823.12.20_TheIpswichJournal
1823.12.22_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1823.12.24_TheDerbyMercury
1823.12.27_TheIpswichJournal
1823.12.27_Times
1823.12.29_CaledonianMercury
1823.12.29_TheBristolMercury
1823.12.29_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1823.12.29_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser
1823.12.31_TheDerbyMercury
1824.01.01_CaledonianMercury
1824.01.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1824.01.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser
1824.01.03_TheIpswichJournal
1824.01.03_TheNewcastleCourantetc
1824.01.07_TheDerbyMercury
